school_id,school_name,grade,state,head_branch,oper_state,jibun_addr,doro_addr,lat,lng,sido_name,gugun_name,dong
B000001838,서울휘경초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 휘경동 302-2,서울특별시 동대문구 망우로6길 48,37.5857358,127.0582128,서울특별시,동대문구,휘경동
B000001839,서울동답초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 답십리동 2-24,서울특별시 동대문구 답십리로60길 12,37.571503,127.0640336,서울특별시,동대문구,답십리동
B000001840,서울답십리초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23,37.5688043,127.0554286,서울특별시,동대문구,답십리동
B000001841,서울신답초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 답십리동 463-13,서울특별시 동대문구 천호대로 177,37.5727054,127.0429615,서울특별시,동대문구,답십리동
B000001842,서울용두초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 용두동 237-1,서울특별시 동대문구 천호대로13길 43,37.5764147,127.0283873,서울특별시,동대문구,용두동
B000001843,서울이문초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 이문동 358-34,서울특별시 동대문구 신이문로 16,37.6018948,127.0648841,서울특별시,동대문구,이문동
B000001844,서울군자초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 장안동 239-2,서울특별시 동대문구 한천로6길 21,37.5641238,127.0605231,서울특별시,동대문구,장안동
B000001845,서울장평초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 장안동 323,서울특별시 동대문구 답십리로69길 27,37.5739948,127.0738934,서울특별시,동대문구,장안동
B000001846,서울안평초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61,37.5659698,127.0720337,서울특별시,동대문구,장안동
B000001847,서울배봉초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 전농동 3-111,서울특별시 동대문구 사가정로 193,37.5800825,127.0668713,서울특별시,동대문구,전농동
B000001848,서울전동초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 전농동 45-41,서울특별시 동대문구 전농로16길 61,37.5790838,127.0608069,서울특별시,동대문구,전농동
B000001849,서울전곡초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 전농동 188,서울특별시 동대문구 전농로 172,37.5807044,127.0560126,서울특별시,동대문구,전농동
B000001850,서울전농초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,37.5747298,127.0543327,서울특별시,동대문구,전농동
B000001851,서울홍파초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,37.5862225,127.0395183,서울특별시,동대문구,제기동
B000001852,서울종암초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25,37.5823063,127.0318584,서울특별시,동대문구,제기동
B000001853,서울홍릉초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,37.5906874,127.0477047,서울특별시,동대문구,청량리동
B000001854,서울청량초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기로25길 31,37.5923092,127.055908,서울특별시,동대문구,회기동
B000001855,서울휘봉초등학교,초등학교,공립,본교,운영,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309,37.5856776,127.0700419,서울특별시,동대문구,휘경동
B000001856,경희초등학교,초등학교,사립,본교,운영,서울특별시 동대문구 회기동 산4-50,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902,서울특별시,동대문구,회기동
B000001857,서울삼육초등학교,초등학교,사립,본교,운영,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63,37.5887703,127.0471736,서울특별시,동대문구,회기동
B000001858,은석초등학교,초등학교,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 205,37.5785598,127.0757635,서울특별시,동대문구,장안동
B000001859,서울면목초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,37.5906972,127.0872887,서울특별시,중랑구,면목동
B000001860,서울면남초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38,37.5772613,127.087667,서울특별시,중랑구,면목동
B000001861,서울동원초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 망우동 216,서울특별시 중랑구 송림길 114,37.6045765,127.1044914,서울특별시,중랑구,망우동
B000001862,서울면북초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 망우동 119,서울특별시 중랑구 용마공원로5길 32,37.5944178,127.1035487,서울특별시,중랑구,망우동
B000001863,서울망우초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,37.5987387,127.1038401,서울특별시,중랑구,망우동
B000001864,서울면일초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 망우동 438-2,서울특별시 중랑구 용마산로100길 13,37.5920424,127.0997953,서울특별시,중랑구,망우동
B000001865,서울면중초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 491-1,서울특별시 중랑구 용마산로70길 43,37.5824405,127.0965491,서울특별시,중랑구,면목동
B000001866,서울중곡초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,37.574893,127.0834395,서울특별시,중랑구,면목동
B000001867,서울면동초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,37.5853531,127.0865941,서울특별시,중랑구,면목동
B000001868,서울중목초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,37.5900865,127.0793361,서울특별시,중랑구,면목동
B000001869,서울중랑초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26,37.5896638,127.0755031,서울특별시,중랑구,면목동
B000001870,서울원묵초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 묵동 11,서울특별시 중랑구 숙선옹주로 109,37.6177489,127.0868129,서울특별시,중랑구,묵동
B000001871,서울묵현초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75,37.6090795,127.0736243,서울특별시,중랑구,묵동
B000001872,서울신묵초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 묵동 246-12,서울특별시 중랑구 동일로149길 46,37.6065229,127.0758372,서울특별시,중랑구,묵동
B000001873,서울상봉초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,37.5979802,127.0831709,서울특별시,중랑구,상봉동
B000001874,서울신현초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,37.6058147,127.0935852,서울특별시,중랑구,신내동
B000001875,서울신내초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,37.6049335,127.1001296,서울특별시,중랑구,신내동
B000001876,서울중화초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,37.6029203,127.094066,서울특별시,중랑구,신내동
B000001877,서울봉화초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,37.6135749,127.0924077,서울특별시,중랑구,신내동
B000001878,서울묵동초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27,37.603359,127.0808259,서울특별시,중랑구,중화동
B000001879,서울중흥초등학교,초등학교,공립,본교,운영,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,37.6016736,127.0841443,서울특별시,중랑구,중화동
B000001880,금성초등학교,초등학교,사립,본교,운영,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55,37.615314,127.0898591,서울특별시,중랑구,신내동
B000001881,서울은빛초등학교,초등학교,공립,본교,운영,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17,37.6426599,126.9190817,서울특별시,은평구,진관동
B000001882,서울신도초등학교,초등학교,공립,본교,운영,서울특별시 은평구 진관동 108,서울특별시 은평구 진관1로 77-23,37.6329639,126.9291978,서울특별시,은평구,진관동
B000001883,서울은진초등학교,초등학교,공립,본교,운영,서울특별시 은평구 진관동 104,서울특별시 은평구 진관1로 21-20,37.6330301,126.9209954,서울특별시,은평구,진관동
B000001884,서울진관초등학교,초등학교,공립,본교,운영,서울특별시 은평구 진관동 8,서울특별시 은평구 진관4로 78-16,37.6454343,126.9292124,서울특별시,은평구,진관동
B000001885,서울북한산초등학교,초등학교,공립,본교,운영,서울특별시 은평구 진관동 산3,서울특별시 은평구 대서문길 42-3,37.6536333,126.9504646,서울특별시,은평구,진관동
B000001886,서울갈현초등학교,초등학교,공립,본교,운영,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31,37.6197804,126.9166825,서울특별시,은평구,갈현동
B000001887,서울구현초등학교,초등학교,공립,본교,운영,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,37.6091514,126.9058084,서울특별시,은평구,구산동
B000001888,서울구산초등학교,초등학교,공립,본교,운영,서울특별시 은평구 구산동 152-3,서울특별시 은평구 서오릉로15길 16,37.612751,126.9093783,서울특별시,은평구,구산동
B000001889,서울은평초등학교,초등학교,공립,본교,운영,서울특별시 은평구 녹번동 40-3,서울특별시 은평구 은평로 239,37.602305,126.9340329,서울특별시,은평구,녹번동
B000001890,서울녹번초등학교,초등학교,공립,본교,운영,서울특별시 은평구 녹번동 174,서울특별시 은평구 녹번로1길 1,37.604585,126.9257457,서울특별시,은평구,녹번동
B000001891,서울수리초등학교,초등학교,공립,본교,운영,서울특별시 은평구 불광동 639,서울특별시 은평구 불광로14길 10-10,37.6203068,126.9341783,서울특별시,은평구,불광동
B000001892,서울대조초등학교,초등학교,공립,본교,운영,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17,37.6135799,126.9193035,서울특별시,은평구,대조동
B000001893,서울연신초등학교,초등학교,공립,본교,운영,서울특별시 은평구 불광동 73-1,서울특별시 은평구 연서로 347,37.6260586,126.9277498,서울특별시,은평구,불광동
B000001894,서울불광초등학교,초등학교,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,37.6134285,126.9307204,서울특별시,은평구,불광동
B000001895,서울연천초등학교,초등학교,공립,본교,운영,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,37.6213496,126.9299202,서울특별시,은평구,불광동
B000001896,서울연광초등학교,초등학교,공립,본교,운영,서울특별시 은평구 불광동 400-6,서울특별시 은평구 연서로35길 37,37.6236488,126.9239098,서울특별시,은평구,불광동
B000001897,서울수색초등학교,초등학교,공립,본교,운영,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21,37.5851732,126.8960112,서울특별시,은평구,수색동
B000001898,서울신사초등학교,초등학교,공립,본교,운영,서울특별시 은평구 신사동 98-32,서울특별시 은평구 가좌로 275-2,37.5928019,126.9119841,서울특별시,은평구,신사동
B000001899,서울서신초등학교,초등학교,공립,본교,운영,서울특별시 은평구 신사동 194,서울특별시 은평구 은평터널로 150,37.5922933,126.9073831,서울특별시,은평구,신사동
B000001900,서울상신초등학교,초등학교,공립,본교,운영,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361,37.5975529,126.9046045,서울특별시,은평구,신사동
B000001901,서울역촌초등학교,초등학교,공립,본교,운영,서울특별시 은평구 역촌동 82-1,서울특별시 은평구 은평로3길 25,37.6015857,126.9139261,서울특별시,은평구,역촌동
B000001902,서울은명초등학교,초등학교,공립,본교,운영,서울특별시 은평구 응암동 114-12,서울특별시 은평구 은평로4길 21-9,37.5976968,126.9182744,서울특별시,은평구,응암동
B000001903,서울연은초등학교,초등학교,공립,본교,운영,서울특별시 은평구 응암동 759-3,서울특별시 은평구 백련산로2길 35,37.5905111,126.9251778,서울특별시,은평구,응암동
B000001904,서울응암초등학교,초등학교,공립,본교,운영,서울특별시 은평구 응암동 340,서울특별시 은평구 가좌로6길 20,37.5887537,126.9216175,서울특별시,은평구,응암동
B000001905,서울증산초등학교,초등학교,공립,본교,운영,서울특별시 은평구 증산동 212,서울특별시 은평구 증산서길 61,37.5825637,126.904275,서울특별시,은평구,증산동
B000001906,서울대은초등학교,초등학교,공립,본교,운영,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,37.612366,126.9258694,서울특별시,은평구,대조동
B000001907,충암초등학교,초등학교,사립,본교,운영,서울특별시 은평구 응암동 746-17,서울특별시 은평구 가좌로5길 5,37.5846417,126.9218074,서울특별시,은평구,응암동
B000001908,선일초등학교,초등학교,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,37.6197164,126.9127997,서울특별시,은평구,갈현동
B000001909,예일초등학교,초등학교,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,37.6096421,126.9160959,서울특별시,은평구,구산동
B000001910,은혜초등학교,초등학교,사립,본교,운영,서울특별시 은평구 불광동 331-27,서울특별시 은평구 통일로78가길 20,37.6177328,126.9273999,서울특별시,은평구,불광동
B000001912,서울미동초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,37.5633488,126.9658506,서울특별시,서대문구,미근동
B000001913,서울금화초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 천연동 13-1,서울특별시 서대문구 통일로 165,37.5688259,126.9629404,서울특별시,서대문구,천연동
B000001914,서울홍은초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍제동 286-5,서울특별시 서대문구 세검정로 105,37.597541,126.94946,서울특별시,서대문구,홍제동
B000001915,서울홍제초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍은동 48-112,서울특별시 서대문구 홍은중앙로 13,37.5935064,126.9454227,서울특별시,서대문구,홍은동
B000001916,서울북성초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22,37.5596318,126.9518353,서울특별시,서대문구,북아현동
B000001917,서울연가초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 남가좌동 364-6,서울특별시 서대문구 증가로12가길 49-50,37.5795643,126.9173296,서울특별시,서대문구,남가좌동
B000001918,서울대신초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,37.557702,126.9480383,서울특별시,서대문구,대현동
B000001919,서울북가좌초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 북가좌동 376-17,서울특별시 서대문구 거북골로19길 20,37.5772218,126.9077776,서울특별시,서대문구,북가좌동
B000001920,서울연희초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136,37.5690476,126.9341438,서울특별시,서대문구,연희동
B000001921,서울창서초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 창천동 53-38,서울특별시 서대문구 연세로5나길 30-3,37.5581416,126.9334788,서울특별시,서대문구,창천동
B000001922,서울홍연초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55,37.5819985,126.9309307,서울특별시,서대문구,홍은동
B000001923,서울안산초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321,37.5791691,126.9522121,서울특별시,서대문구,홍제동
B000001924,서울인왕초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍제동 241-113,서울특별시 서대문구 세무서길 33-9,37.5902301,126.9448046,서울특별시,서대문구,홍제동
B000001925,서울고은초등학교,초등학교,공립,본교,운영,서울특별시 서대문구 홍제동 320-12,서울특별시 서대문구 모래내로 441,37.5850003,126.9439752,서울특별시,서대문구,홍제동
B000001926,경기초등학교,초등학교,사립,본교,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10,37.5651102,126.9628608,서울특별시,서대문구,충정로2가
B000001927,이화여자대학교사범대학부속초등학교,초등학교,사립,본교,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,37.5611486,126.9427504,서울특별시,서대문구,대신동
B000001928,추계초등학교,초등학교,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,37.5631498,126.9532093,서울특별시,서대문구,북아현동
B000001929,명지초등학교,초등학교,사립,본교,운영,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20,37.5836295,126.9282301,서울특별시,서대문구,홍은동
B000001930,서울공덕초등학교,초등학교,공립,본교,운영,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13,37.5458044,126.9548225,서울특별시,마포구,공덕동
B000001931,서울창천초등학교,초등학교,공립,본교,운영,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56,37.5549192,126.9392942,서울특별시,마포구,노고산동
B000001932,서울용강초등학교,초등학교,공립,본교,운영,서울특별시 마포구 대흥동 51,서울특별시 마포구 백범로17길 9,37.5491011,126.9440428,서울특별시,마포구,대흥동
B000001933,서울마포초등학교,초등학교,공립,본교,운영,서울특별시 마포구 도화동 347-5,서울특별시 마포구 도화2길 64,37.5386016,126.9498166,서울특별시,마포구,도화동
B000001934,서울동교초등학교,초등학교,공립,본교,운영,서울특별시 마포구 망원동 426-5,서울특별시 마포구 월드컵로25길 86,37.5586246,126.9023997,서울특별시,마포구,망원동
B000001935,서울망원초등학교,초등학교,공립,본교,운영,서울특별시 마포구 망원동 467-1,서울특별시 마포구 방울내로5길 28,37.5608901,126.9007624,서울특별시,마포구,망원동
B000001936,서울서강초등학교,초등학교,공립,본교,운영,서울특별시 마포구 상수동 1-1,서울특별시 마포구 독막로 113,37.5486953,126.9268512,서울특별시,마포구,상수동
B000001937,서울하늘초등학교,초등학교,공립,본교,운영,서울특별시 마포구 상암동 1737,서울특별시 마포구 월드컵북로 502-14,37.5858076,126.8808616,서울특별시,마포구,상암동
B000001938,서울서교초등학교,초등학교,공립,본교,운영,서울특별시 마포구 서교동 341,서울특별시 마포구 와우산로23길 20-27,37.5548889,126.9243781,서울특별시,마포구,서교동
B000001939,서울성원초등학교,초등학교,공립,본교,운영,서울특별시 마포구 성산동 175-1,서울특별시 마포구 월드컵로36길 34,37.5669825,126.9050873,서울특별시,마포구,성산동
B000001940,서울성서초등학교,초등학교,공립,본교,운영,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,37.5605955,126.9109264,서울특별시,마포구,성산동
B000001941,서울중동초등학교,초등학교,공립,본교,운영,서울특별시 마포구 성산동 94-1,서울특별시 마포구 월드컵북로 152,37.5664093,126.9117752,서울특별시,마포구,성산동
B000001942,서울신석초등학교,초등학교,공립,본교,운영,서울특별시 마포구 신수동 429-2,서울특별시 마포구 대흥로 33,37.5445353,126.9377818,서울특별시,마포구,신수동
B000001943,서울아현초등학교,초등학교,공립,본교,운영,서울특별시 마포구 아현동 267-2,서울특별시 마포구 굴레방로 6,37.5558313,126.9562424,서울특별시,마포구,아현동
B000001944,서울소의초등학교,초등학교,공립,본교,운영,서울특별시 마포구 아현동 386-1,서울특별시 마포구 마포대로24길 42,37.5527802,126.9606578,서울특별시,마포구,아현동
B000001945,서울한서초등학교,초등학교,공립,본교,운영,서울특별시 마포구 염리동 24-140,서울특별시 마포구 대흥로24바길 27,37.5536483,126.9497794,서울특별시,마포구,염리동
B000001946,서울염리초등학교,초등학교,공립,본교,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,37.5427085,126.9459983,서울특별시,마포구,염리동
B000001947,서울신북초등학교,초등학교,공립,본교,운영,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26,37.571104,126.9053628,서울특별시,마포구,중동
B000001948,서울성산초등학교,초등학교,공립,본교,운영,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94,37.5534272,126.9109486,서울특별시,마포구,합정동
B000001949,서울상지초등학교,초등학교,공립,본교,운영,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30,37.5797506,126.8820758,서울특별시,마포구,상암동
B000001950,서울상암초등학교,초등학교,공립,본교,운영,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353,37.5763366,126.8923219,서울특별시,마포구,상암동
B000001951,홍익대학교사범대학부속초등학교,초등학교,사립,본교,운영,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51,37.5596457,126.9132093,서울특별시,마포구,성산동
B000001952,서울천왕초등학교,초등학교,공립,본교,운영,서울특별시 구로구 천왕동 273-2,서울특별시 구로구 천왕로1길 11,37.4816096,126.8367161,서울특별시,구로구,천왕동
B000001953,서울영일초등학교,초등학교,공립,본교,운영,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218,37.4856446,126.8838114,서울특별시,구로구,가리봉동
B000001954,서울미래초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,37.5051068,126.8880137,서울특별시,구로구,구로동
B000001955,서울고원초등학교,초등학교,공립,본교,운영,서울특별시 구로구 고척동 66-26,서울특별시 구로구 경인로46길 13,37.4976125,126.8657986,서울특별시,구로구,고척동
B000001956,서울고산초등학교,초등학교,공립,본교,운영,서울특별시 구로구 고척동 76-10,서울특별시 구로구 중앙로 6,37.4989736,126.8647738,서울특별시,구로구,고척동
B000001957,서울개웅초등학교,초등학교,공립,본교,운영,서울특별시 구로구 개봉동 273-18,서울특별시 구로구 개봉로11길 98,37.4885726,126.8499801,서울특별시,구로구,개봉동
B000001958,서울개명초등학교,초등학교,공립,본교,운영,서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉로1다길 16-9,37.4830381,126.8509816,서울특별시,구로구,개봉동
B000001959,서울온수초등학교,초등학교,공립,본교,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893,37.4940033,126.8259691,서울특별시,구로구,온수동
B000001960,서울매봉초등학교,초등학교,공립,본교,운영,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55,37.5049168,126.844365,서울특별시,구로구,개봉동
B000001961,서울개봉초등학교,초등학교,공립,본교,운영,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11,37.4895231,126.8579748,서울특별시,구로구,개봉동
B000001962,서울고척초등학교,초등학교,공립,본교,운영,서울특별시 구로구 고척동 129-3,서울특별시 구로구 경서로 31,37.5009467,126.8569791,서울특별시,구로구,고척동
B000001963,서울덕의초등학교,초등학교,공립,본교,운영,서울특별시 구로구 고척동 217,서울특별시 구로구 고척로 213,37.5060568,126.8573464,서울특별시,구로구,고척동
B000001964,서울세곡초등학교,초등학교,공립,본교,운영,서울특별시 구로구 고척동 253-129,서울특별시 구로구 고척로33길 34,37.5050563,126.8491193,서울특별시,구로구,고척동
B000001965,서울동구로초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 93,서울특별시 구로구 구로중앙로14길 43,37.4940721,126.8927814,서울특별시,구로구,구로동
B000001966,서울신구로초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 105,서울특별시 구로구 가마산로27길 69,37.4996591,126.8897653,서울특별시,구로구,구로동
B000001967,서울영서초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 165-1,서울특별시 구로구 도림로20길 57,37.4889605,126.8955839,서울특별시,구로구,구로동
B000001968,서울구로남초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76,37.4842055,126.8902176,서울특별시,구로구,구로동
B000001969,서울구로초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9,37.4974612,126.8865524,서울특별시,구로구,구로동
B000001970,서울구일초등학교,초등학교,공립,본교,운영,서울특별시 구로구 구로동 685-221,서울특별시 구로구 구일로 68,37.4931916,126.8734733,서울특별시,구로구,구로동
B000001971,서울신미림초등학교,초등학교,공립,본교,운영,서울특별시 구로구 신도림동 398-28,서울특별시 구로구 신도림로 26,37.5071419,126.8795526,서울특별시,구로구,신도림동
B000001972,서울신도림초등학교,초등학교,공립,본교,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,37.5119858,126.8832548,서울특별시,구로구,신도림동
B000001973,서울오류초등학교,초등학교,공립,본교,운영,서울특별시 구로구 오류동 20-1,서울특별시 구로구 경인로19길 39,37.497529,126.8420281,서울특별시,구로구,오류동
B000001974,서울오정초등학교,초등학교,공립,본교,운영,서울특별시 구로구 오류동 108-28,서울특별시 구로구 경인로2길 10,37.4901658,126.8264393,서울특별시,구로구,오류동
B000001975,서울오류남초등학교,초등학교,공립,본교,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,37.4896863,126.8391137,서울특별시,구로구,오류동
B000001976,서울두산초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 1002-5,서울특별시 금천구 범안로11길 3,37.4675483,126.8909474,서울특별시,금천구,독산동
B000001977,서울문교초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 산202-1,서울특별시 금천구 독산로54길 102,37.4667201,126.9088179,서울특별시,금천구,독산동
B000001978,서울영남초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15,37.4761233,126.9092089,서울특별시,금천구,독산동
B000001979,서울금동초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 1013-1,서울특별시 금천구 금하로30길 53,37.4477396,126.9163991,서울특별시,금천구,시흥동
B000001980,서울문백초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1,37.4470903,126.8986979,서울특별시,금천구,시흥동
B000001981,서울신흥초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 704-56,서울특별시 금천구 독산로36 나 길 21,37.4593466,126.9093513,서울특별시,금천구,시흥동
B000001982,서울가산초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 143-23,서울특별시 금천구 남부순환로 1304-11,37.4782643,126.8962274,서울특별시,금천구,독산동
B000001983,서울정심초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 182-44,서울특별시 금천구 독산로78다길 89,37.4719923,126.9082146,서울특별시,금천구,독산동
B000001984,서울문성초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460,37.4749117,126.8994472,서울특별시,금천구,독산동
B000001985,서울독산초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 1034,서울특별시 금천구 시흥대로104길 31,37.4656567,126.8997128,서울특별시,금천구,독산동
B000001986,서울안천초등학교,초등학교,공립,본교,운영,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,37.4587448,126.8883922,서울특별시,금천구,독산동
B000001987,서울금천초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 218-1,서울특별시 금천구 탑골로5길 60,37.4546475,126.9127746,서울특별시,금천구,시흥동
B000001988,서울탑동초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 230,서울특별시 금천구 탑골로 47-3,37.4525178,126.9153675,서울특별시,금천구,시흥동
B000001989,서울백산초등학교,초등학교,공립,본교,운영,서울특별시 금천구 시흥동 438-5,서울특별시 금천구 시흥대로38길 78,37.4467398,126.9051444,서울특별시,금천구,시흥동
