school_id,school_name,grade,state,head_branch,oper_state,jibun_addr,doro_addr,lat,lng,sido_name,gugun_name,dong
B000008214,노일중학교,중학교,공립,본교,운영,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,37.6722889,127.0538233,서울특별시,노원구,상계동
B000008215,수락중학교,중학교,공립,본교,운영,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,37.6831434,127.0548107,서울특별시,노원구,상계동
B000008216,녹천중학교,중학교,공립,본교,운영,서울특별시 노원구 월계동 321-7,서울특별시 노원구 월계로 376,37.6310849,127.0617374,서울특별시,노원구,월계동
B000008217,월계중학교,중학교,공립,본교,운영,서울특별시 노원구 월계동 602-1,서울특별시 노원구 월계로45가길 54,37.6311327,127.0523209,서울특별시,노원구,월계동
B000008218,신창중학교,중학교,공립,본교,운영,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,37.6285579,127.0474796,서울특별시,노원구,월계동
B000008219,상계제일중학교,중학교,공립,본교,운영,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,37.6610743,127.0780777,서울특별시,노원구,중계동
B000008220,중계중학교,중학교,공립,본교,운영,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,37.6556379,127.0752434,서울특별시,노원구,중계동
B000008221,을지중학교,중학교,공립,본교,운영,서울특별시 노원구 중계동 360-19,서울특별시 노원구 덕릉로 580,37.6497873,127.0717066,서울특별시,노원구,중계동
B000008222,중원중학교,중학교,공립,본교,운영,서울특별시 노원구 중계동 511-3,서울특별시 노원구 공릉로 420,37.6442394,127.0680301,서울특별시,노원구,중계동
B000008223,중평중학교,중학교,공립,본교,운영,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87,37.636977,127.0623933,서울특별시,노원구,하계동
B000008224,신상중학교,중학교,공립,본교,운영,서울특별시 노원구 상계동 754-4,서울특별시 노원구 동일로216길 42,37.6519036,127.0639893,서울특별시,노원구,상계동
B000008225,광운중학교,중학교,사립,본교,운영,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,37.6192413,127.0565444,서울특별시,노원구,월계동
B000008226,염광중학교,중학교,사립,본교,운영,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,37.6302165,127.0492435,서울특별시,노원구,월계동
B000008227,상명중학교,중학교,사립,본교,운영,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553,37.649548,127.068044,서울특별시,노원구,중계동
B000008228,청원중학교,중학교,사립,본교,운영,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.6652533,127.0625319,서울특별시,노원구,상계동
B000008229,재현중학교,중학교,사립,본교,운영,서울특별시 노원구 중계동 129-2,서울특별시 노원구 덕릉로82길 64,37.6612645,127.080798,서울특별시,노원구,중계동
B000008230,서울대학교사범대학부설여자중학교,중학교,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,37.5776002,127.0042973,서울특별시,종로구,동숭동
B000008231,청운중학교,중학교,공립,본교,운영,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51,37.5891699,126.9710959,서울특별시,종로구,청운동
B000008232,대신중학교,중학교,사립,본교,운영,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,37.5731095,126.9612539,서울특별시,종로구,행촌동
B000008233,동성중학교,중학교,사립,본교,운영,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,37.5849703,127.0030976,서울특별시,종로구,혜화동
B000008234,경신중학교,중학교,사립,본교,운영,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,37.5922035,126.999529,서울특별시,종로구,혜화동
B000008235,덕성여자중학교,중학교,사립,본교,운영,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49,37.5777863,126.9819235,서울특별시,종로구,송현동
B000008236,배화여자중학교,중학교,사립,본교,운영,서울특별시 종로구 누상동 150,서울특별시 종로구 필운대로1길 34,37.5784966,126.9668889,서울특별시,종로구,누상동
B000008237,상명대학교사범대학부속여자중학교,중학교,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,37.6041097,126.9551587,서울특별시,종로구,홍지동
B000008238,중앙중학교,중학교,사립,본교,운영,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,37.5837876,126.9874738,서울특별시,종로구,계동
B000008239,창덕여자중학교,중학교,공립,본교,운영,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22,37.5664311,126.9692123,서울특별시,중구,정동
B000008240,금호여자중학교,중학교,공립,본교,운영,서울특별시 중구 신당동 36-235,서울특별시 중구 청구로 6,37.5580396,127.0204625,서울특별시,중구,신당동
B000008241,덕수중학교,중학교,공립,본교,운영,서울특별시 중구 인현동2가 3,서울특별시 중구 마른내로9길 10,37.5655809,126.9969982,서울특별시,중구,인현동2가
B000008242,장원중학교,중학교,공립,본교,운영,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34,37.5539651,127.0060433,서울특별시,중구,신당동
B000008244,한양중학교,중학교,사립,본교,운영,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,37.5658723,127.0114457,서울특별시,중구,신당동
B000008245,대경중학교,중학교,사립,본교,운영,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 111,37.5566958,127.0175331,서울특별시,중구,신당동
B000008246,장충중학교,중학교,사립,본교,운영,서울특별시 중구 신당동 432-460,서울특별시 중구 동호로15길 93,37.5535146,127.0064145,서울특별시,중구,신당동
B000008247,용산중학교,중학교,공립,본교,운영,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,37.5460028,126.9809763,서울특별시,용산구,용산동2가
B000008248,선린중학교,중학교,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,37.5429756,126.9664882,서울특별시,용산구,청파동3가
B000008249,한강중학교,중학교,공립,본교,운영,서울특별시 용산구 서빙고동 4-1,서울특별시 용산구 녹사평대로 73,37.5236122,126.9927917,서울특별시,용산구,서빙고동
B000008250,용강중학교,중학교,공립,본교,운영,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,37.5215772,126.9754842,서울특별시,용산구,이촌동
B000008251,오산중학교,중학교,사립,본교,운영,서울특별시 용산구 보광동 168-4,서울특별시 용산구 보광로7길 17,37.5237818,127.0008688,서울특별시,용산구,보광동
B000008252,배문중학교,중학교,사립,본교,운영,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,37.5499197,126.9639049,서울특별시,용산구,서계동
B000008253,신광여자중학교,중학교,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,37.542946,126.9694483,서울특별시,용산구,청파동3가
B000008254,보성여자중학교,중학교,사립,본교,운영,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,37.5430802,126.9842851,서울특별시,용산구,용산동2가
B000008255,성심여자중학교,중학교,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,37.5342103,126.9545942,서울특별시,용산구,원효로4가
B000008256,방산중학교,중학교,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,37.5093713,127.1218761,서울특별시,송파구,방이동
B000008257,서울체육중학교,중학교,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,37.5223301,127.1298248,서울특별시,송파구,방이동
B000008258,오륜중학교,중학교,공립,본교,운영,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,37.5163227,127.1389224,서울특별시,송파구,방이동
B000008259,가원중학교,중학교,공립,본교,운영,서울특별시 송파구 가락동 106-3,서울특별시 송파구 중대로10길 40-18,37.4910003,127.1231715,서울특별시,송파구,가락동
B000008260,문정중학교,중학교,공립,본교,운영,서울특별시 송파구 문정동 12-1,서울특별시 송파구 문정로 73,37.488481,127.1300195,서울특별시,송파구,문정동
B000008261,신천중학교,중학교,공립,본교,운영,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11,37.5162516,127.079284,서울특별시,송파구,잠실동
B000008262,잠신중학교,중학교,공립,본교,운영,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12,37.5161411,127.087802,서울특별시,송파구,잠실동
B000008263,잠실중학교,중학교,공립,본교,운영,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,37.5178192,127.0986647,서울특별시,송파구,신천동
B000008264,석촌중학교,중학교,공립,본교,운영,서울특별시 송파구 가락동 43,서울특별시 송파구 송이로15길 13,37.5014541,127.1211168,서울특별시,송파구,가락동
B000008265,송파중학교,중학교,공립,본교,운영,서울특별시 송파구 가락동 139,서울특별시 송파구 동남로 203,37.4959234,127.1299138,서울특별시,송파구,가락동
B000008266,거원중학교,중학교,공립,본교,운영,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30,37.4877228,127.1465492,서울특별시,송파구,거여동
B000008267,방이중학교,중학교,공립,본교,운영,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,37.5150094,127.1132435,서울특별시,송파구,방이동
B000008268,가락중학교,중학교,공립,본교,운영,서울특별시 송파구 송파동 168,서울특별시 송파구 송이로 45,37.5024872,127.1187525,서울특별시,송파구,송파동
B000008269,세륜중학교,중학교,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,37.5089324,127.1312448,서울특별시,송파구,오금동
B000008270,오금중학교,중학교,공립,본교,운영,서울특별시 송파구 오금동 34,서울특별시 송파구 오금로35길 20,37.5052698,127.1288,서울특별시,송파구,오금동
B000008271,오주중학교,중학교,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,37.5015061,127.1362666,서울특별시,송파구,오금동
B000008272,풍납중학교,중학교,공립,본교,운영,서울특별시 송파구 풍납동 390,서울특별시 송파구 올림픽로43길 20,37.5253654,127.1156302,서울특별시,송파구,풍납동
B000008273,풍성중학교,중학교,공립,본교,운영,서울특별시 송파구 풍납동 388-16,서울특별시 송파구 강동대로2길 27,37.5254398,127.1128836,서울특별시,송파구,풍납동
B000008274,아주중학교,중학교,공립,본교,운영,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,37.5052288,127.0765489,서울특별시,송파구,잠실동
B000008275,문현중학교,중학교,공립,본교,운영,서울특별시 송파구 장지동 838-3,서울특별시 송파구 충민로 99,37.4805832,127.1279481,서울특별시,송파구,장지동
B000008276,보성중학교,중학교,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,37.520089,127.1357303,서울특별시,송파구,방이동
B000008277,배명중학교,중학교,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,37.4976895,127.0958111,서울특별시,송파구,삼전동
B000008278,보인중학교,중학교,사립,본교,운영,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,37.4975703,127.1395164,서울특별시,송파구,오금동
B000008279,영파여자중학교,중학교,사립,본교,운영,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,37.5327347,127.1197418,서울특별시,송파구,풍납동
B000008280,일신여자중학교,중학교,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,37.5019724,127.1145266,서울특별시,송파구,송파동
B000008281,정신여자중학교,중학교,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,37.5094544,127.0738478,서울특별시,송파구,잠실동
B000008282,강명중학교,중학교,공립,본교,운영,서울특별시 강동구 강일동 737,서울특별시 강동구 상일로12길 56,37.5555945,127.1748984,서울특별시,강동구,강일동
B000008283,천일중학교,중학교,공립,본교,운영,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57,37.5459099,127.1276387,서울특별시,강동구,천호동
B000008284,둔촌중학교,중학교,공립,본교,운영,서울특별시 강동구 둔촌동 19-1,서울특별시 강동구 진황도로61길 25-30,37.5308343,127.1463303,서울특별시,강동구,둔촌동
B000008285,강동중학교,중학교,공립,본교,운영,서울특별시 강동구 강일동 347-3,서울특별시 강동구 풍산로 237,37.5696493,127.1778381,서울특별시,강동구,강일동
B000008286,고덕중학교,중학교,공립,본교,운영,서울특별시 강동구 고덕동 223,서울특별시 강동구 동남로82길 94,37.5603671,127.1616448,서울특별시,강동구,고덕동
B000008287,명일중학교,중학교,공립,본교,운영,서울특별시 강동구 고덕동 489,서울특별시 강동구 양재대로156길 57,37.5575964,127.1472925,서울특별시,강동구,고덕동
B000008288,신명중학교,중학교,공립,본교,운영,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 25,37.5418264,127.1492982,서울특별시,강동구,길동
B000008289,한산중학교,중학교,공립,본교,운영,서울특별시 강동구 둔촌동 161-1,서울특별시 강동구 풍성로 251,37.5289026,127.1403033,서울특별시,강동구,둔촌동
B000008290,성내중학교,중학교,공립,본교,운영,서울특별시 강동구 성내동 530,서울특별시 강동구 성안로7길 36,37.5290632,127.129117,서울특별시,강동구,성내동
B000008291,신암중학교,중학교,공립,본교,운영,서울특별시 강동구 암사동 444,서울특별시 강동구 고덕로 65,37.5563692,127.1336141,서울특별시,강동구,암사동
B000008292,강일중학교,중학교,공립,본교,운영,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,37.5553511,127.1382586,서울특별시,강동구,암사동
B000008293,천호중학교,중학교,공립,본교,운영,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,37.5465197,127.1396981,서울특별시,강동구,천호동
B000008294,동신중학교,중학교,사립,본교,운영,서울특별시 강동구 천호동 447-9,서울특별시 강동구 진황도로 72,37.5367699,127.1343666,서울특별시,강동구,천호동
B000008295,배재중학교,중학교,사립,본교,운영,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227,37.555059,127.1502481,서울특별시,강동구,고덕동
B000008296,동북중학교,중학교,사립,본교,운영,서울특별시 강동구 둔촌동 180-2,서울특별시 강동구 강동대로 305,37.5197185,127.1412227,서울특별시,강동구,둔촌동
B000008297,상일여자중학교,중학교,사립,본교,운영,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,37.5479537,127.1702183,서울특별시,강동구,상일동
B000008298,성덕여자중학교,중학교,사립,본교,운영,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,37.5499625,127.1419044,서울특별시,강동구,천호동
B000008299,한영중학교,중학교,사립,본교,운영,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,37.5491423,127.157773,서울특별시,강동구,상일동
B000008300,목운중학교,중학교,공립,본교,운영,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235,37.5270112,126.8730451,서울특별시,양천구,목동
B000008301,양동중학교,중학교,공립,본교,운영,서울특별시 양천구 목동 600-6,서울특별시 양천구 목동중앙북로 49,37.5483674,126.8687178,서울특별시,양천구,목동
B000008302,신목중학교,중학교,공립,본교,운영,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,37.5370232,126.8730734,서울특별시,양천구,목동
B000008303,신서중학교,중학교,공립,본교,운영,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,37.5159658,126.8550154,서울특별시,양천구,신정동
B000008304,목일중학교,중학교,공립,본교,운영,서울특별시 양천구 신정동 330-2,서울특별시 양천구 목동동로8길 70,37.5135405,126.8740316,서울특별시,양천구,신정동
B000008305,신남중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 610-3,서울특별시 양천구 중앙로29길 109,37.5207753,126.8478926,서울특별시,양천구,신월동
B000008306,신화중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 17-7,서울특별시 양천구 남부순환로29길 35,37.5408216,126.8298975,서울특별시,양천구,신월동
B000008307,신월중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25,37.5404626,126.8283912,서울특별시,양천구,신월동
B000008308,신원중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19,37.5370912,126.8248416,서울특별시,양천구,신월동
B000008309,양서중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,37.5326286,126.8291332,서울특별시,양천구,신월동
B000008310,양강중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319,37.5249114,126.849688,서울특별시,양천구,신월동
B000008311,양천중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 948,서울특별시 양천구 지양로7길 32,37.5190003,126.8305489,서울특별시,양천구,신월동
B000008312,강신중학교,중학교,공립,본교,운영,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604,37.5151366,126.8381588,서울특별시,양천구,신월동
B000008313,목동중학교,중학교,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,37.5209584,126.8714631,서울특별시,양천구,신정동
B000008314,금옥중학교,중학교,공립,본교,운영,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213,37.5109638,126.8439724,서울특별시,양천구,신정동
B000008315,월촌중학교,중학교,공립,본교,운영,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,37.5370656,126.8827586,서울특별시,양천구,목동
B000008316,영도중학교,중학교,사립,본교,운영,서울특별시 양천구 목동 735,서울특별시 양천구 목동중앙남로 27,37.5363159,126.86577,서울특별시,양천구,목동
B000008317,양정중학교,중학교,사립,본교,운영,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,37.5333429,126.8866926,서울특별시,양천구,목동
B000008318,봉영여자중학교,중학교,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,37.5092145,126.8601996,서울특별시,양천구,신정동
B000008319,등명중학교,중학교,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,37.5601935,126.8433039,서울특별시,강서구,등촌동
B000008320,성재중학교,중학교,공립,본교,운영,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,37.5694512,126.8452948,서울특별시,강서구,가양동
B000008321,삼정중학교,중학교,공립,본교,운영,서울특별시 강서구 방화동 856,서울특별시 강서구 금낭화로 210,37.5814883,126.8105997,서울특별시,강서구,방화동
B000008322,수명중학교,중학교,공립,본교,운영,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16,37.5485652,126.8240588,서울특별시,강서구,내발산동
B000008324,경서중학교,중학교,공립,본교,운영,서울특별시 강서구 가양동 1483,서울특별시 강서구 양천로59길 31,37.5612426,126.8577618,서울특별시,강서구,가양동
B000008325,공항중학교,중학교,공립,본교,운영,서울특별시 강서구 공항동 12-3,서울특별시 강서구 방화대로 241,37.562178,126.8149676,서울특별시,강서구,공항동
B000008326,송정중학교,중학교,공립,본교,운영,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,37.5531576,126.8152434,서울특별시,강서구,공항동
B000008327,백석중학교,중학교,공립,본교,운영,서울특별시 강서구 등촌동 520-5,서울특별시 강서구 등촌로51나길 35,37.5482913,126.8589542,서울특별시,강서구,등촌동
B000008328,방화중학교,중학교,공립,본교,운영,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,37.564335,126.8071071,서울특별시,강서구,방화동
B000008329,방원중학교,중학교,공립,본교,운영,서울특별시 강서구 방화동 808,서울특별시 강서구 금낭화로 268,37.5759747,126.8086167,서울특별시,강서구,방화동
B000008330,염창중학교,중학교,공립,본교,운영,서울특별시 강서구 염창동 85,서울특별시 강서구 양천로67가길 83,37.5542633,126.8717495,서울특별시,강서구,염창동
B000008331,염경중학교,중학교,공립,본교,운영,서울특별시 강서구 염창동 79-8,서울특별시 강서구 양천로69길 35,37.5545394,126.8705313,서울특별시,강서구,염창동
B000008332,화원중학교,중학교,공립,본교,운영,서울특별시 강서구 화곡동 351-94,서울특별시 강서구 강서로17나길 86,37.536215,126.8424164,서울특별시,강서구,화곡동
B000008333,등원중학교,중학교,공립,본교,운영,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,37.5597178,126.8516802,서울특별시,강서구,등촌동
B000008334,마포중학교,중학교,사립,본교,운영,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,37.5599899,126.8531328,서울특별시,강서구,등촌동
B000008335,화곡중학교,중학교,사립,본교,운영,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,37.5491579,126.8326534,서울특별시,강서구,내발산동
B000008336,명덕여자중학교,중학교,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.5532299,126.8348171,서울특별시,강서구,내발산동
B000008337,신정여자중학교,중학교,사립,본교,운영,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,37.5381156,126.8564162,서울특별시,강서구,화곡동
B000008338,덕원중학교,중학교,사립,본교,운영,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44,37.5486229,126.8290243,서울특별시,강서구,내발산동
B000008339,등촌중학교,중학교,사립,본교,운영,서울특별시 강서구 등촌동 산36-4,서울특별시 강서구 공항대로 484-12,37.552483,126.8592134,서울특별시,강서구,등촌동
B000008340,반포중학교,중학교,공립,본교,운영,서울특별시 서초구 반포동 936,서울특별시 서초구 신반포로 67,37.5030439,126.9916039,서울특별시,서초구,반포동
B000008341,이수중학교,중학교,공립,본교,운영,서울특별시 서초구 방배동 974-22,서울특별시 서초구 방배중앙로3길 32,37.4806304,126.9898607,서울특별시,서초구,방배동
B000008342,경원중학교,중학교,공립,본교,운영,서울특별시 서초구 잠원동 66-1,서울특별시 서초구 신반포로33길 39,37.5115819,127.0090169,서울특별시,서초구,잠원동
B000008343,원촌중학교,중학교,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,37.5063266,127.0146984,서울특별시,서초구,반포동
B000008344,신반포중학교,중학교,공립,본교,운영,서울특별시 서초구 반포동 3-1,서울특별시 서초구 신반포로19길 26,37.5062662,126.9961146,서울특별시,서초구,반포동
B000008345,방배중학교,중학교,공립,본교,운영,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,37.4948667,126.9978288,서울특별시,서초구,반포동
B000008346,서일중학교,중학교,공립,본교,운영,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2,37.4985298,127.0232191,서울특별시,서초구,서초동
B000008347,서운중학교,중학교,공립,본교,운영,서울특별시 서초구 서초동 1325-1,서울특별시 서초구 서운로 115,37.4939488,127.0245385,서울특별시,서초구,서초동
B000008349,서초중학교,중학교,공립,본교,운영,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48,37.4855392,127.0085208,서울특별시,서초구,서초동
B000008350,언남중학교,중학교,공립,본교,운영,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,37.4724017,127.0442813,서울특별시,서초구,양재동
B000008351,신동중학교,중학교,공립,본교,운영,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27,37.5169154,127.0129177,서울특별시,서초구,잠원동
B000008352,세화여자중학교,중학교,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,37.5019828,126.9942278,서울특별시,서초구,반포동
B000008353,동덕여자중학교,중학교,사립,본교,운영,서울특별시 서초구 방배동 산81-5,서울특별시 서초구 효령로2길 123-5,37.4758768,126.9919958,서울특별시,서초구,방배동
B000008354,서문여자중학교,중학교,사립,본교,운영,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,37.4889191,126.9845622,서울특별시,서초구,방배동
B000008355,언북중학교,중학교,공립,본교,운영,서울특별시 강남구 논현동 69,서울특별시 강남구 도산대로38길 27,37.5194271,127.0331257,서울특별시,강남구,논현동
B000008356,신사중학교,중학교,공립,본교,운영,서울특별시 강남구 압구정동 410,서울특별시 강남구 압구정로 123,37.5246989,127.0211909,서울특별시,강남구,압구정동
B000008357,대왕중학교,중학교,공립,본교,운영,서울특별시 강남구 수서동 750,서울특별시 강남구 광평로20길 7,37.4834601,127.0873402,서울특별시,강남구,수서동
B000008358,대청중학교,중학교,공립,본교,운영,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321,37.4904302,127.0583513,서울특별시,강남구,대치동
B000008359,구룡중학교,중학교,공립,본교,운영,서울특별시 강남구 개포동 650,서울특별시 강남구 선릉로 103,37.4861533,127.0561228,서울특별시,강남구,개포동
B000008361,대명중학교,중학교,공립,본교,운영,서울특별시 강남구 대치동 952,서울특별시 강남구 역삼로87길 26,37.506337,127.0609831,서울특별시,강남구,대치동
B000008362,대치중학교,중학교,공립,본교,운영,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39,37.4845787,127.0470673,서울특별시,강남구,도곡동
B000008363,도곡중학교,중학교,공립,본교,운영,서울특별시 강남구 도곡동 541-2,서울특별시 강남구 언주로57길 31,37.4923064,127.0452176,서울특별시,강남구,도곡동
B000008364,언주중학교,중학교,공립,본교,운영,서울특별시 강남구 삼성동 28,서울특별시 강남구 선릉로116길 57,37.5146544,127.0466835,서울특별시,강남구,삼성동
B000008365,봉은중학교,중학교,공립,본교,운영,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,37.5189756,127.0623915,서울특별시,강남구,삼성동
B000008366,수서중학교,중학교,공립,본교,운영,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57,37.4912039,127.1023793,서울특별시,강남구,수서동
B000008367,신구중학교,중학교,공립,본교,운영,서울특별시 강남구 신사동 621,서울특별시 강남구 압구정로36길 17,37.5274428,127.0316722,서울특별시,강남구,신사동
B000008368,압구정중학교,중학교,공립,본교,운영,서울특별시 강남구 압구정동 471,서울특별시 강남구 압구정로 225,37.5302428,127.0330038,서울특별시,강남구,압구정동
B000008369,역삼중학교,중학교,공립,본교,운영,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10,37.4959342,127.0488444,서울특별시,강남구,역삼동
B000008370,청담중학교,중학교,공립,본교,운영,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36,37.5286603,127.0448097,서울특별시,강남구,청담동
B000008371,개원중학교,중학교,공립,본교,운영,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,37.4916412,127.0714149,서울특별시,강남구,개포동
B000008372,휘문중학교,중학교,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,37.5052877,127.0619841,서울특별시,강남구,대치동
B000008373,단국대학교사범대학부속중학교,중학교,사립,본교,운영,서울특별시 강남구 대치동 1013-2,서울특별시 강남구 도곡로64길 21,37.4955055,127.0567133,서울특별시,강남구,대치동
B000008374,중동중학교,중학교,사립,본교,운영,서울특별시 강남구 일원동 692,서울특별시 강남구 일원로8길 37,37.4885155,127.0786124,서울특별시,강남구,일원동
B000008375,숙명여자중학교,중학교,사립,본교,운영,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807,37.4914745,127.0526124,서울특별시,강남구,도곡동
B000008376,진선여자중학교,중학교,사립,본교,운영,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,37.502323,127.0482862,서울특별시,강남구,역삼동
B000008377,은성중학교,중학교,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,37.4883779,127.0352333,서울특별시,강남구,도곡동
B000008378,강남중학교,중학교,공립,본교,운영,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29,37.5027635,126.923345,서울특별시,동작구,대방동
